alumno_id,libro
alumno_00027,Algebra Lineal
alumno_00027,Calculo I
alumno_00027,Introduccion a la Programacion
alumno_00027,Estructuras de Datos
alumno_00027,Programacion Orientada a Objetos
alumno_00027,Calculo II
alumno_00027,Matematica Discreta
alumno_00027,Bases de Datos I
alumno_00028,Calculo I
alumno_00028,Introduccion a la Programacion
alumno_00028,Estructuras de Datos
alumno_00028,Programacion Orientada a Objetos
alumno_00028,Fisica I
alumno_00028,Bases de Datos I
alumno_00029,Algebra
alumno_00029,Algebra Lineal
alumno_00029,Calculo I
alumno_00029,Introduccion a la Programacion
alumno_00029,Estructuras de Datos
alumno_00029,Programacion Orientada a Objetos
alumno_00029,Calculo III
alumno_00029,Probabilidad y Estadistica
alumno_00029,Calculo II
alumno_00029,Matematica Discreta
alumno_00029,Fisica I
alumno_00029,Bases de Datos I
alumno_00030,Algebra
alumno_00030,Calculo I
alumno_00030,Introduccion a la Programacion
alumno_00030,Estructuras de Datos
alumno_00030,Programacion Orientada a Objetos
alumno_00030,Calculo III
alumno_00030,Probabilidad y Estadistica
alumno_00030,Calculo II
alumno_00030,Fisica I
alumno_00031,Algebra
alumno_00031,Algebra Lineal
alumno_00031,Introduccion a la Programacion
alumno_00031,Estructuras de Datos
alumno_00031,Programacion Orientada a Objetos
alumno_00031,Matematica Discreta
alumno_00031,Bases de Datos I
alumno_00032,Calculo I
alumno_00032,Introduccion a la Programacion
alumno_00032,Estructuras de Datos
alumno_00032,Programacion Orientada a Objetos
alumno_00032,Calculo III
alumno_00032,Probabilidad y Estadistica
alumno_00032,Calculo II
alumno_00032,Matematica Discreta
alumno_00032,Bases de Datos I
alumno_00033,Algebra
alumno_00033,Algebra Lineal
alumno_00033,Calculo I
alumno_00033,Estructuras de Datos
alumno_00033,Programacion Orientada a Objetos
alumno_00033,Calculo III
alumno_00033,Calculo II
alumno_00033,Bases de Datos I
alumno_00034,Algebra
alumno_00034,Algebra Lineal
alumno_00034,Calculo I
alumno_00034,Introduccion a la Programacion
alumno_00034,Estructuras de Datos
alumno_00034,Programacion Orientada a Objetos
alumno_00034,Calculo II
alumno_00034,Fisica I
alumno_00035,Algebra
alumno_00035,Algebra Lineal
alumno_00035,Calculo I
alumno_00035,Introduccion a la Programacion
alumno_00035,Calculo III
alumno_00035,Calculo II
alumno_00035,Fisica I
alumno_00036,Algebra
alumno_00036,Calculo I
alumno_00036,Introduccion a la Programacion
alumno_00036,Estructuras de Datos
alumno_00036,Programacion Orientada a Objetos
alumno_00036,Calculo II
alumno_00036,Fisica I
alumno_00036,Bases de Datos I
alumno_00037,Algebra
alumno_00037,Algebra Lineal
alumno_00037,Calculo I
alumno_00037,Introduccion a la Programacion
alumno_00037,Probabilidad y Estadistica
alumno_00037,Programacion Orientada a Objetos
alumno_00037,Calculo III
alumno_00037,Calculo II
alumno_00037,Matematica Discreta
alumno_00037,Fisica I
alumno_00038,Algebra
alumno_00038,Calculo I
alumno_00038,Introduccion a la Programacion
alumno_00038,Programacion Orientada a Objetos
alumno_00038,Calculo III
alumno_00038,Calculo II
alumno_00039,Algebra
alumno_00039,Algebra Lineal
alumno_00039,Calculo I
alumno_00039,Introduccion a la Programacion
alumno_00039,Estructuras de Datos
alumno_00039,Programacion Orientada a Objetos
alumno_00039,Calculo III
alumno_00039,Calculo II
alumno_00039,Bases de Datos I
alumno_00040,Algebra
alumno_00040,Calculo I
alumno_00040,Introduccion a la Programacion
alumno_00040,Probabilidad y Estadistica
alumno_00040,Calculo III
alumno_00040,Calculo II
alumno_00040,Matematica Discreta
alumno_00040,Fisica I
alumno_00041,Introduccion a la Programacion
alumno_00041,Estructuras de Datos
alumno_00041,Programacion Orientada a Objetos
alumno_00041,Matematica Discreta
alumno_00041,Fisica I
alumno_00041,Bases de Datos I
alumno_00042,Algebra
alumno_00042,Algebra Lineal
alumno_00042,Calculo I
alumno_00042,Introduccion a la Programacion
alumno_00042,Estructuras de Datos
alumno_00042,Programacion Orientada a Objetos
alumno_00042,Fisica I
alumno_00043,Algebra
alumno_00043,Calculo I
alumno_00043,Introduccion a la Programacion
alumno_00043,Estructuras de Datos
alumno_00043,Programacion Orientada a Objetos
alumno_00043,Probabilidad y Estadistica
alumno_00043,Calculo II
alumno_00043,Matematica Discreta
alumno_00043,Fisica I
alumno_00043,Bases de Datos I
alumno_00044,Introduccion a la Programacion
alumno_00044,Algebra
alumno_00044,Programacion Orientada a Objetos
alumno_00044,Algebra Lineal
alumno_00045,Algebra
alumno_00045,Calculo I
alumno_00045,Introduccion a la Programacion
alumno_00045,Programacion Orientada a Objetos
alumno_00045,Calculo III
alumno_00045,Calculo II
alumno_00045,Matematica Discreta
alumno_00046,Calculo I
alumno_00046,Introduccion a la Programacion
alumno_00046,Estructuras de Datos
alumno_00046,Programacion Orientada a Objetos
alumno_00046,Probabilidad y Estadistica
alumno_00046,Calculo II
alumno_00046,Matematica Discreta
alumno_00046,Bases de Datos I
alumno_00047,Algebra
alumno_00047,Calculo I
alumno_00047,Introduccion a la Programacion
alumno_00047,Programacion Orientada a Objetos
alumno_00047,Calculo III
alumno_00047,Calculo II
alumno_00047,Matematica Discreta
alumno_00047,Fisica I
alumno_00048,Algebra
alumno_00048,Algebra Lineal
alumno_00048,Calculo I
alumno_00048,Introduccion a la Programacion
alumno_00048,Programacion Orientada a Objetos
alumno_00048,Fisica I
alumno_00049,Algebra
alumno_00049,Calculo I
alumno_00049,Introduccion a la Programacion
alumno_00049,Probabilidad y Estadistica
alumno_00049,Calculo II
alumno_00049,Matematica Discreta
alumno_00050,Introduccion a la Programacion
alumno_00050,Algebra
alumno_00050,Fisica I
alumno_00050,Matematica Discreta
alumno_00051,Algebra
alumno_00051,Algebra Lineal
alumno_00051,Calculo I
alumno_00051,Introduccion a la Programacion
alumno_00051,Fisica I
alumno_00052,Algebra
alumno_00052,Algebra Lineal
alumno_00052,Introduccion a la Programacion
alumno_00052,Estructuras de Datos
alumno_00052,Programacion Orientada a Objetos
alumno_00052,Fisica I
alumno_00052,Bases de Datos I
alumno_00053,Algebra
alumno_00053,Calculo I
alumno_00053,Introduccion a la Programacion
alumno_00053,Estructuras de Datos
alumno_00053,Programacion Orientada a Objetos
alumno_00053,Calculo III
alumno_00053,Calculo II
alumno_00053,Fisica I
alumno_00053,Bases de Datos I
alumno_00054,Algebra
alumno_00054,Algebra Lineal
alumno_00054,Calculo I
alumno_00054,Introduccion a la Programacion
alumno_00054,Estructuras de Datos
alumno_00054,Programacion Orientada a Objetos
alumno_00054,Calculo III
alumno_00054,Probabilidad y Estadistica
alumno_00054,Calculo II
alumno_00054,Bases de Datos I
alumno_00055,Algebra
alumno_00055,Calculo I
alumno_00055,Introduccion a la Programacion
alumno_00055,Estructuras de Datos
alumno_00055,Programacion Orientada a Objetos
alumno_00055,Calculo III
alumno_00055,Probabilidad y Estadistica
alumno_00055,Calculo II
alumno_00055,Fisica I
alumno_00056,Algebra
alumno_00056,Calculo I
alumno_00056,Introduccion a la Programacion
alumno_00056,Probabilidad y Estadistica
alumno_00056,Programacion Orientada a Objetos
alumno_00056,Calculo III
alumno_00056,Calculo II
alumno_00056,Matematica Discreta
alumno_00056,Fisica I
alumno_00057,Introduccion a la Programacion
alumno_00057,Programacion Orientada a Objetos
alumno_00057,Bases de Datos I
alumno_00057,Matematica Discreta
alumno_00058,Algebra
alumno_00058,Algebra Lineal
alumno_00058,Calculo I
alumno_00058,Introduccion a la Programacion
alumno_00058,Calculo II
alumno_00058,Matematica Discreta
alumno_00058,Fisica I
alumno_00059,Algebra
alumno_00059,Algebra Lineal
alumno_00059,Calculo I
alumno_00059,Introduccion a la Programacion
alumno_00059,Estructuras de Datos
alumno_00059,Programacion Orientada a Objetos
alumno_00059,Calculo III
alumno_00059,Fisica I
alumno_00060,Calculo I
alumno_00060,Introduccion a la Programacion
alumno_00060,Estructuras de Datos
alumno_00060,Programacion Orientada a Objetos
alumno_00060,Calculo II
alumno_00060,Matematica Discreta
alumno_00060,Fisica I
alumno_00060,Bases de Datos I
alumno_00061,Algebra
alumno_00061,Calculo I
alumno_00061,Introduccion a la Programacion
alumno_00061,Probabilidad y Estadistica
alumno_00061,Programacion Orientada a Objetos
alumno_00061,Calculo III
alumno_00061,Calculo II
alumno_00061,Matematica Discreta
alumno_00062,Introduccion a la Programacion
alumno_00062,Fisica I
alumno_00062,Calculo I
alumno_00063,Algebra
alumno_00063,Algebra Lineal
alumno_00063,Calculo I
alumno_00063,Introduccion a la Programacion
alumno_00063,Probabilidad y Estadistica
alumno_00063,Programacion Orientada a Objetos
alumno_00063,Calculo II
alumno_00063,Matematica Discreta
alumno_00063,Fisica I
alumno_00064,Algebra
alumno_00064,Algebra Lineal
alumno_00064,Calculo I
alumno_00064,Introduccion a la Programacion
alumno_00064,Probabilidad y Estadistica
alumno_00064,Programacion Orientada a Objetos
alumno_00064,Calculo II
alumno_00064,Fisica I
alumno_00065,Algebra
alumno_00065,Algebra Lineal
alumno_00065,Calculo I
alumno_00065,Introduccion a la Programacion
alumno_00065,Estructuras de Datos
alumno_00065,Programacion Orientada a Objetos
alumno_00065,Probabilidad y Estadistica
alumno_00065,Calculo II
alumno_00065,Matematica Discreta
alumno_00065,Bases de Datos I
alumno_00066,Algebra
alumno_00066,Algebra Lineal
alumno_00066,Calculo I
alumno_00066,Introduccion a la Programacion
alumno_00066,Programacion Orientada a Objetos
alumno_00066,Bases de Datos I
alumno_00067,Introduccion a la Programacion
alumno_00067,Algebra
alumno_00067,Programacion Orientada a Objetos
alumno_00067,Matematica Discreta
alumno_00068,Algebra
alumno_00068,Algebra Lineal
alumno_00068,Calculo I
alumno_00068,Introduccion a la Programacion
alumno_00068,Estructuras de Datos
alumno_00068,Programacion Orientada a Objetos
alumno_00068,Calculo III
alumno_00068,Probabilidad y Estadistica
alumno_00068,Calculo II
alumno_00068,Matematica Discreta
alumno_00068,Fisica I
alumno_00069,Algebra
alumno_00069,Algebra Lineal
alumno_00069,Calculo I
alumno_00069,Introduccion a la Programacion
alumno_00069,Estructuras de Datos
alumno_00069,Programacion Orientada a Objetos
alumno_00069,Calculo III
alumno_00069,Probabilidad y Estadistica
alumno_00069,Calculo II
alumno_00069,Fisica I
alumno_00070,Introduccion a la Programacion
alumno_00070,Algebra
alumno_00070,Algebra Lineal
alumno_00071,Algebra
alumno_00071,Algebra Lineal
alumno_00071,Calculo I
alumno_00071,Introduccion a la Programacion
alumno_00071,Programacion Orientada a Objetos
alumno_00071,Calculo II
alumno_00072,Algebra
alumno_00072,Algebra Lineal
alumno_00072,Calculo I
alumno_00072,Introduccion a la Programacion
alumno_00072,Estructuras de Datos
alumno_00072,Programacion Orientada a Objetos
alumno_00072,Fisica I
alumno_00072,Bases de Datos I
alumno_00073,Introduccion a la Programacion
alumno_00073,Fisica I
alumno_00073,Matematica Discreta
alumno_00073,Calculo I
alumno_00074,Algebra
alumno_00074,Algebra Lineal
alumno_00074,Calculo I
alumno_00074,Introduccion a la Programacion
alumno_00074,Estructuras de Datos
alumno_00074,Programacion Orientada a Objetos
alumno_00074,Calculo II
alumno_00074,Fisica I
alumno_00074,Bases de Datos I
alumno_00075,Algebra
alumno_00075,Algebra Lineal
alumno_00075,Calculo I
alumno_00075,Introduccion a la Programacion
alumno_00075,Estructuras de Datos
alumno_00075,Programacion Orientada a Objetos
alumno_00075,Calculo III
alumno_00075,Probabilidad y Estadistica
alumno_00075,Calculo II
alumno_00075,Bases de Datos I
alumno_00076,Algebra
alumno_00076,Calculo I
alumno_00077,Algebra
alumno_00077,Calculo I
alumno_00077,Introduccion a la Programacion
alumno_00077,Estructuras de Datos
alumno_00077,Programacion Orientada a Objetos
alumno_00077,Probabilidad y Estadistica
alumno_00077,Calculo II
alumno_00078,Algebra
alumno_00078,Algebra Lineal
alumno_00078,Calculo I
alumno_00078,Introduccion a la Programacion
alumno_00078,Fisica I
alumno_00079,Algebra
alumno_00079,Algebra Lineal
alumno_00079,Calculo I
alumno_00079,Introduccion a la Programacion
alumno_00079,Probabilidad y Estadistica
alumno_00079,Calculo II
alumno_00079,Matematica Discreta
alumno_00080,Algebra
alumno_00080,Calculo I
alumno_00080,Introduccion a la Programacion
alumno_00080,Probabilidad y Estadistica
alumno_00080,Programacion Orientada a Objetos
alumno_00080,Calculo III
alumno_00080,Calculo II
alumno_00080,Fisica I
alumno_00081,Algebra
alumno_00081,Introduccion a la Programacion
alumno_00081,Estructuras de Datos
alumno_00081,Programacion Orientada a Objetos
alumno_00081,Matematica Discreta
alumno_00081,Fisica I
alumno_00081,Bases de Datos I
alumno_00082,Introduccion a la Programacion
alumno_00082,Algebra
alumno_00082,Fisica I
alumno_00083,Algebra
alumno_00083,Algebra Lineal
alumno_00083,Calculo I
alumno_00083,Introduccion a la Programacion
alumno_00083,Estructuras de Datos
alumno_00083,Programacion Orientada a Objetos
alumno_00083,Calculo III
alumno_00083,Calculo II
alumno_00083,Matematica Discreta
alumno_00083,Fisica I
alumno_00083,Bases de Datos I
alumno_00084,Algebra
alumno_00084,Algebra Lineal
alumno_00084,Calculo I
alumno_00084,Introduccion a la Programacion
alumno_00084,Calculo III
alumno_00084,Calculo II
alumno_00085,Algebra
alumno_00085,Algebra Lineal
alumno_00085,Introduccion a la Programacion
alumno_00085,Estructuras de Datos
alumno_00085,Programacion Orientada a Objetos
alumno_00085,Probabilidad y Estadistica
alumno_00085,Bases de Datos I
alumno_00086,Algebra
alumno_00086,Algebra Lineal
alumno_00086,Calculo I
alumno_00086,Introduccion a la Programacion
alumno_00086,Estructuras de Datos
alumno_00086,Programacion Orientada a Objetos
alumno_00086,Calculo III
alumno_00086,Calculo II
alumno_00086,Matematica Discreta
alumno_00087,Algebra
alumno_00087,Calculo I
alumno_00087,Introduccion a la Programacion
alumno_00087,Estructuras de Datos
alumno_00087,Programacion Orientada a Objetos
alumno_00087,Matematica Discreta
alumno_00088,Introduccion a la Programacion
alumno_00088,Algebra
alumno_00089,Algebra
alumno_00089,Algebra Lineal
alumno_00090,Algebra
alumno_00090,Calculo I
alumno_00090,Introduccion a la Programacion
alumno_00090,Probabilidad y Estadistica
alumno_00090,Fisica I
alumno_00091,Algebra
alumno_00091,Algebra Lineal
alumno_00091,Introduccion a la Programacion
alumno_00091,Estructuras de Datos
alumno_00091,Programacion Orientada a Objetos
alumno_00091,Matematica Discreta
alumno_00091,Fisica I
alumno_00091,Bases de Datos I
alumno_00092,Algebra
alumno_00092,Algebra Lineal
alumno_00092,Calculo I
alumno_00092,Introduccion a la Programacion
alumno_00092,Calculo III
alumno_00092,Calculo II
alumno_00092,Fisica I
alumno_00093,Algebra
alumno_00093,Algebra Lineal
alumno_00093,Calculo I
alumno_00093,Introduccion a la Programacion
alumno_00093,Calculo II
alumno_00093,Fisica I
alumno_00094,Algebra
alumno_00094,Algebra Lineal
alumno_00094,Calculo I
alumno_00094,Introduccion a la Programacion
alumno_00094,Programacion Orientada a Objetos
alumno_00094,Calculo III
alumno_00094,Calculo II
alumno_00094,Fisica I
alumno_00095,Algebra
alumno_00095,Algebra Lineal
alumno_00095,Calculo I
alumno_00095,Introduccion a la Programacion
alumno_00095,Estructuras de Datos
alumno_00095,Programacion Orientada a Objetos
alumno_00095,Calculo III
alumno_00095,Calculo II
alumno_00095,Matematica Discreta
alumno_00096,Algebra
alumno_00096,Algebra Lineal
alumno_00096,Calculo I
alumno_00096,Introduccion a la Programacion
alumno_00096,Programacion Orientada a Objetos
alumno_00096,Calculo II
alumno_00096,Matematica Discreta
alumno_00096,Fisica I
alumno_00097,Algebra
alumno_00097,Algebra Lineal
alumno_00097,Calculo I
alumno_00097,Introduccion a la Programacion
alumno_00097,Estructuras de Datos
alumno_00097,Programacion Orientada a Objetos
alumno_00098,Calculo I
alumno_00098,Introduccion a la Programacion
alumno_00098,Estructuras de Datos
alumno_00098,Programacion Orientada a Objetos
alumno_00098,Calculo III
alumno_00098,Probabilidad y Estadistica
alumno_00098,Calculo II
alumno_00098,Matematica Discreta
alumno_00098,Bases de Datos I
alumno_00099,Introduccion a la Programacion
alumno_00099,Algebra
alumno_00099,Programacion Orientada a Objetos
alumno_00099,Algebra Lineal
alumno_00100,Algebra
alumno_00100,Algebra Lineal
alumno_00100,Calculo I
alumno_00100,Introduccion a la Programacion
alumno_00100,Programacion Orientada a Objetos
alumno_00100,Calculo III
alumno_00100,Calculo II
alumno_00100,Matematica Discreta
alumno_00100,Fisica I
alumno_00101,Algebra
alumno_00101,Calculo I
alumno_00101,Probabilidad y Estadistica
alumno_00101,Calculo II
alumno_00101,Fisica I
alumno_00102,Algebra
alumno_00102,Calculo I
alumno_00102,Introduccion a la Programacion
alumno_00102,Estructuras de Datos
alumno_00102,Programacion Orientada a Objetos
alumno_00102,Calculo III
alumno_00102,Probabilidad y Estadistica
alumno_00102,Calculo II
alumno_00102,Fisica I
alumno_00103,Algebra
alumno_00103,Algebra Lineal
alumno_00103,Calculo I
alumno_00103,Calculo II
alumno_00103,Fisica I
alumno_00104,Algebra
alumno_00104,Algebra Lineal
alumno_00104,Calculo I
alumno_00104,Introduccion a la Programacion
alumno_00104,Probabilidad y Estadistica
alumno_00104,Programacion Orientada a Objetos
alumno_00104,Calculo III
alumno_00104,Calculo II
alumno_00104,Matematica Discreta
alumno_00105,Calculo I
alumno_00105,Introduccion a la Programacion
alumno_00105,Probabilidad y Estadistica
alumno_00105,Programacion Orientada a Objetos
alumno_00105,Calculo II
alumno_00105,Fisica I
alumno_00106,Algebra
alumno_00106,Algebra Lineal
alumno_00106,Calculo I
alumno_00106,Probabilidad y Estadistica
alumno_00106,Calculo II
alumno_00106,Fisica I
alumno_00107,Calculo I
alumno_00107,Introduccion a la Programacion
alumno_00107,Estructuras de Datos
alumno_00107,Programacion Orientada a Objetos
alumno_00107,Probabilidad y Estadistica
alumno_00107,Calculo II
alumno_00107,Matematica Discreta
alumno_00107,Fisica I
alumno_00107,Bases de Datos I
alumno_00108,Algebra
alumno_00108,Algebra Lineal
alumno_00108,Calculo I
alumno_00108,Introduccion a la Programacion
alumno_00108,Estructuras de Datos
alumno_00108,Programacion Orientada a Objetos
alumno_00108,Calculo II
alumno_00108,Bases de Datos I
alumno_00109,Algebra
alumno_00109,Algebra Lineal
alumno_00109,Calculo I
alumno_00109,Introduccion a la Programacion
alumno_00109,Estructuras de Datos
alumno_00109,Programacion Orientada a Objetos
alumno_00109,Calculo II
alumno_00109,Matematica Discreta
alumno_00110,Algebra
alumno_00110,Algebra Lineal
alumno_00110,Calculo I
alumno_00110,Introduccion a la Programacion
alumno_00110,Probabilidad y Estadistica
alumno_00110,Matematica Discreta
alumno_00110,Fisica I
alumno_00111,Algebra
alumno_00111,Algebra Lineal
alumno_00111,Calculo I
alumno_00111,Introduccion a la Programacion
alumno_00111,Estructuras de Datos
alumno_00111,Programacion Orientada a Objetos
alumno_00111,Calculo III
alumno_00111,Probabilidad y Estadistica
alumno_00111,Calculo II
alumno_00111,Fisica I
alumno_00111,Bases de Datos I
alumno_00112,Algebra
alumno_00112,Algebra Lineal
alumno_00112,Introduccion a la Programacion
alumno_00112,Estructuras de Datos
alumno_00112,Programacion Orientada a Objetos
alumno_00112,Matematica Discreta
alumno_00112,Fisica I
alumno_00112,Bases de Datos I
alumno_00113,Algebra
alumno_00113,Algebra Lineal
alumno_00113,Calculo I
alumno_00113,Introduccion a la Programacion
alumno_00113,Programacion Orientada a Objetos
alumno_00113,Calculo III
alumno_00113,Calculo II
alumno_00113,Fisica I
alumno_00114,Algebra
alumno_00114,Algebra Lineal
alumno_00114,Calculo I
alumno_00114,Introduccion a la Programacion
alumno_00114,Estructuras de Datos
alumno_00114,Programacion Orientada a Objetos
alumno_00114,Calculo II
alumno_00114,Matematica Discreta
alumno_00114,Bases de Datos I
alumno_00115,Algebra
alumno_00115,Algebra Lineal
alumno_00115,Calculo I
alumno_00115,Introduccion a la Programacion
alumno_00115,Estructuras de Datos
alumno_00115,Programacion Orientada a Objetos
alumno_00115,Calculo III
alumno_00115,Probabilidad y Estadistica
alumno_00115,Calculo II
alumno_00115,Bases de Datos I
alumno_00116,Algebra
alumno_00116,Algebra Lineal
alumno_00116,Calculo I
alumno_00116,Introduccion a la Programacion
alumno_00116,Estructuras de Datos
alumno_00116,Programacion Orientada a Objetos
alumno_00116,Calculo II
alumno_00116,Bases de Datos I
alumno_00117,Algebra
alumno_00117,Algebra Lineal
alumno_00117,Calculo I
alumno_00117,Introduccion a la Programacion
alumno_00117,Estructuras de Datos
alumno_00117,Programacion Orientada a Objetos
alumno_00117,Probabilidad y Estadistica
alumno_00117,Calculo II
alumno_00117,Fisica I
alumno_00117,Bases de Datos I
alumno_00118,Algebra
alumno_00118,Calculo I
alumno_00118,Introduccion a la Programacion
alumno_00118,Estructuras de Datos
alumno_00118,Programacion Orientada a Objetos
alumno_00118,Matematica Discreta
alumno_00118,Fisica I
alumno_00118,Bases de Datos I
alumno_00119,Calculo I
alumno_00119,Estructuras de Datos
alumno_00119,Probabilidad y Estadistica
alumno_00119,Calculo III
alumno_00119,Calculo II
alumno_00119,Fisica I
alumno_00120,Algebra
alumno_00120,Algebra Lineal
alumno_00120,Calculo I
alumno_00120,Introduccion a la Programacion
alumno_00120,Estructuras de Datos
alumno_00120,Programacion Orientada a Objetos
alumno_00120,Calculo III
alumno_00120,Calculo II
alumno_00120,Fisica I
alumno_00121,Algebra
alumno_00121,Algebra Lineal
alumno_00121,Calculo I
alumno_00121,Introduccion a la Programacion
alumno_00121,Matematica Discreta
alumno_00121,Fisica I
alumno_00122,Algebra
alumno_00122,Algebra Lineal
alumno_00122,Calculo I
alumno_00122,Introduccion a la Programacion
alumno_00122,Probabilidad y Estadistica
alumno_00122,Calculo III
alumno_00122,Calculo II
