alumno_id,libro
alumno_00015,Programacion Orientada a Objetos
alumno_00015,Calculo I
alumno_00015,Algebra Lineal
alumno_00015,Introduccion a la Programacion
alumno_00015,Algebra
alumno_00016,Matematica Discreta
alumno_00016,Probabilidad y Estadistica
alumno_00016,Calculo I
alumno_00016,Algebra Lineal
alumno_00016,Calculo II
alumno_00016,Introduccion a la Programacion
alumno_00016,Algebra
alumno_00017,Calculo I
alumno_00017,Algebra Lineal
alumno_00017,Fisica I
alumno_00017,Calculo II
alumno_00017,Introduccion a la Programacion
alumno_00017,Algebra
alumno_00018,Calculo I
alumno_00018,Algebra Lineal
alumno_00018,Calculo II
alumno_00018,Introduccion a la Programacion
alumno_00018,Calculo III
alumno_00018,Algebra
alumno_00019,Programacion Orientada a Objetos
alumno_00019,Probabilidad y Estadistica
alumno_00019,Calculo I
alumno_00019,Algebra Lineal
alumno_00019,Estructuras de Datos
alumno_00019,Fisica I
alumno_00019,Calculo II
alumno_00019,Introduccion a la Programacion
alumno_00019,Calculo III
alumno_00019,Algebra
alumno_00020,Programacion Orientada a Objetos
alumno_00020,Probabilidad y Estadistica
alumno_00020,Calculo I
alumno_00020,Fisica I
alumno_00020,Calculo II
alumno_00020,Introduccion a la Programacion
alumno_00021,Programacion Orientada a Objetos
alumno_00021,Algebra Lineal
alumno_00021,Fisica I
alumno_00021,Matematica Discreta
alumno_00021,Introduccion a la Programacion
alumno_00021,Algebra
alumno_00022,Introduccion a la Programacion
alumno_00022,Calculo I
alumno_00022,Estructuras de Datos
alumno_00022,Programacion Orientada a Objetos
alumno_00023,Introduccion a la Programacion
alumno_00023,Calculo I
alumno_00023,Algebra
alumno_00023,Programacion Orientada a Objetos
alumno_00024,Matematica Discreta
alumno_00024,Programacion Orientada a Objetos
alumno_00024,Probabilidad y Estadistica
alumno_00024,Calculo I
alumno_00024,Algebra Lineal
alumno_00024,Estructuras de Datos
alumno_00024,Calculo II
alumno_00024,Introduccion a la Programacion
alumno_00024,Algebra
alumno_00024,Bases de Datos I
alumno_00025,Programacion Orientada a Objetos
alumno_00025,Probabilidad y Estadistica
alumno_00025,Estructuras de Datos
alumno_00025,Fisica I
alumno_00025,Introduccion a la Programacion
alumno_00025,Bases de Datos I
alumno_00026,Algebra
alumno_00026,Calculo I
alumno_00026,Calculo II
alumno_00027,Programacion Orientada a Objetos
alumno_00027,Probabilidad y Estadistica
alumno_00027,Calculo I
alumno_00027,Algebra Lineal
alumno_00027,Estructuras de Datos
alumno_00027,Fisica I
alumno_00027,Calculo II
alumno_00027,Introduccion a la Programacion
alumno_00027,Algebra
alumno_00028,Matematica Discreta
alumno_00028,Programacion Orientada a Objetos
alumno_00028,Probabilidad y Estadistica
alumno_00028,Calculo I
alumno_00028,Algebra Lineal
alumno_00028,Fisica I
alumno_00028,Calculo II
alumno_00028,Introduccion a la Programacion
alumno_00028,Calculo III
alumno_00028,Algebra
alumno_00029,Matematica Discreta
alumno_00029,Calculo I
alumno_00029,Algebra Lineal
alumno_00029,Calculo II
alumno_00029,Introduccion a la Programacion
alumno_00029,Calculo III
alumno_00029,Algebra
alumno_00030,Matematica Discreta
alumno_00030,Programacion Orientada a Objetos
alumno_00030,Calculo I
alumno_00030,Algebra Lineal
alumno_00030,Estructuras de Datos
alumno_00030,Fisica I
alumno_00030,Calculo II
alumno_00030,Introduccion a la Programacion
alumno_00030,Algebra
alumno_00030,Bases de Datos I
alumno_00031,Programacion Orientada a Objetos
alumno_00031,Probabilidad y Estadistica
alumno_00031,Calculo I
alumno_00031,Estructuras de Datos
alumno_00031,Fisica I
alumno_00031,Calculo II
alumno_00031,Introduccion a la Programacion
alumno_00031,Bases de Datos I
alumno_00032,Programacion Orientada a Objetos
alumno_00032,Algebra Lineal
alumno_00032,Fisica I
alumno_00032,Introduccion a la Programacion
alumno_00032,Algebra
alumno_00033,Matematica Discreta
alumno_00033,Calculo I
alumno_00033,Algebra Lineal
alumno_00033,Calculo II
alumno_00033,Introduccion a la Programacion
alumno_00033,Calculo III
alumno_00033,Algebra
alumno_00034,Programacion Orientada a Objetos
alumno_00034,Calculo I
alumno_00034,Calculo II
alumno_00034,Introduccion a la Programacion
alumno_00034,Calculo III
alumno_00035,Introduccion a la Programacion
alumno_00035,Calculo I
alumno_00035,Algebra
alumno_00036,Matematica Discreta
alumno_00036,Calculo I
alumno_00036,Algebra Lineal
alumno_00036,Fisica I
alumno_00036,Calculo II
alumno_00036,Introduccion a la Programacion
alumno_00036,Algebra
alumno_00037,Algebra Lineal
alumno_00037,Fisica I
alumno_00037,Matematica Discreta
alumno_00037,Introduccion a la Programacion
alumno_00037,Algebra
alumno_00038,Matematica Discreta
alumno_00038,Programacion Orientada a Objetos
alumno_00038,Probabilidad y Estadistica
alumno_00038,Calculo I
alumno_00038,Algebra Lineal
alumno_00038,Calculo II
alumno_00038,Introduccion a la Programacion
alumno_00038,Calculo III
alumno_00038,Algebra
alumno_00039,Introduccion a la Programacion
alumno_00039,Calculo I
alumno_00039,Algebra
alumno_00039,Matematica Discreta
alumno_00040,Programacion Orientada a Objetos
alumno_00040,Calculo I
alumno_00040,Algebra Lineal
alumno_00040,Estructuras de Datos
alumno_00040,Calculo II
alumno_00040,Introduccion a la Programacion
alumno_00040,Calculo III
alumno_00040,Algebra
alumno_00040,Bases de Datos I
alumno_00041,Programacion Orientada a Objetos
alumno_00041,Probabilidad y Estadistica
alumno_00041,Calculo I
alumno_00041,Algebra Lineal
alumno_00041,Estructuras de Datos
alumno_00041,Matematica Discreta
alumno_00041,Introduccion a la Programacion
alumno_00041,Algebra
alumno_00042,Introduccion a la Programacion
alumno_00042,Calculo I
alumno_00042,Programacion Orientada a Objetos
alumno_00042,Calculo II
alumno_00043,Programacion Orientada a Objetos
alumno_00043,Algebra Lineal
alumno_00043,Estructuras de Datos
alumno_00043,Fisica I
alumno_00043,Introduccion a la Programacion
alumno_00043,Algebra
alumno_00044,Programacion Orientada a Objetos
alumno_00044,Probabilidad y Estadistica
alumno_00044,Calculo I
alumno_00044,Algebra Lineal
alumno_00044,Fisica I
alumno_00044,Calculo II
alumno_00044,Introduccion a la Programacion
alumno_00044,Algebra
alumno_00045,Programacion Orientada a Objetos
alumno_00045,Calculo I
alumno_00045,Estructuras de Datos
alumno_00045,Fisica I
alumno_00045,Introduccion a la Programacion
alumno_00045,Algebra
alumno_00045,Bases de Datos I
alumno_00046,Programacion Orientada a Objetos
alumno_00046,Calculo I
alumno_00046,Algebra Lineal
alumno_00046,Estructuras de Datos
alumno_00046,Fisica I
alumno_00046,Introduccion a la Programacion
alumno_00046,Algebra
alumno_00047,Introduccion a la Programacion
alumno_00047,Fisica I
alumno_00047,Programacion Orientada a Objetos
alumno_00048,Programacion Orientada a Objetos
alumno_00048,Calculo I
alumno_00048,Algebra Lineal
alumno_00048,Estructuras de Datos
alumno_00048,Fisica I
alumno_00048,Calculo II
alumno_00048,Introduccion a la Programacion
alumno_00048,Bases de Datos I
alumno_00049,Matematica Discreta
alumno_00049,Programacion Orientada a Objetos
alumno_00049,Calculo I
alumno_00049,Algebra Lineal
alumno_00049,Calculo II
alumno_00049,Introduccion a la Programacion
alumno_00049,Calculo III
alumno_00049,Algebra
alumno_00050,Programacion Orientada a Objetos
alumno_00050,Estructuras de Datos
alumno_00050,Fisica I
alumno_00050,Introduccion a la Programacion
alumno_00050,Algebra
alumno_00050,Bases de Datos I
alumno_00051,Programacion Orientada a Objetos
alumno_00051,Calculo I
alumno_00051,Estructuras de Datos
alumno_00051,Fisica I
alumno_00051,Introduccion a la Programacion
alumno_00052,Programacion Orientada a Objetos
alumno_00052,Estructuras de Datos
alumno_00052,Fisica I
alumno_00052,Introduccion a la Programacion
alumno_00052,Algebra
alumno_00052,Bases de Datos I
alumno_00053,Programacion Orientada a Objetos
alumno_00053,Probabilidad y Estadistica
alumno_00053,Calculo I
alumno_00053,Algebra Lineal
alumno_00053,Estructuras de Datos
alumno_00053,Fisica I
alumno_00053,Calculo II
alumno_00053,Introduccion a la Programacion
alumno_00053,Calculo III
alumno_00053,Algebra
alumno_00054,Matematica Discreta
alumno_00054,Programacion Orientada a Objetos
alumno_00054,Probabilidad y Estadistica
alumno_00054,Calculo I
alumno_00054,Estructuras de Datos
alumno_00054,Calculo II
alumno_00054,Introduccion a la Programacion
alumno_00054,Calculo III
alumno_00054,Algebra
alumno_00054,Bases de Datos I
alumno_00055,Matematica Discreta
alumno_00055,Programacion Orientada a Objetos
alumno_00055,Calculo I
alumno_00055,Algebra Lineal
alumno_00055,Fisica I
alumno_00055,Calculo II
alumno_00055,Introduccion a la Programacion
alumno_00055,Algebra
alumno_00056,Matematica Discreta
alumno_00056,Programacion Orientada a Objetos
alumno_00056,Probabilidad y Estadistica
alumno_00056,Calculo I
alumno_00056,Algebra Lineal
alumno_00056,Estructuras de Datos
alumno_00056,Calculo II
alumno_00056,Introduccion a la Programacion
alumno_00056,Algebra
alumno_00057,Programacion Orientada a Objetos
alumno_00057,Probabilidad y Estadistica
alumno_00057,Estructuras de Datos
alumno_00057,Calculo II
alumno_00057,Introduccion a la Programacion
alumno_00057,Calculo III
alumno_00057,Algebra
alumno_00057,Bases de Datos I
alumno_00058,Programacion Orientada a Objetos
alumno_00058,Calculo I
alumno_00058,Estructuras de Datos
alumno_00058,Fisica I
alumno_00058,Calculo II
alumno_00058,Introduccion a la Programacion
alumno_00058,Bases de Datos I
alumno_00059,Programacion Orientada a Objetos
alumno_00059,Estructuras de Datos
alumno_00059,Fisica I
alumno_00059,Introduccion a la Programacion
alumno_00059,Algebra
alumno_00060,Programacion Orientada a Objetos
alumno_00060,Probabilidad y Estadistica
alumno_00060,Calculo I
alumno_00060,Algebra Lineal
alumno_00060,Fisica I
alumno_00060,Calculo II
alumno_00060,Introduccion a la Programacion
alumno_00060,Calculo III
alumno_00060,Algebra
alumno_00061,Programacion Orientada a Objetos
alumno_00061,Probabilidad y Estadistica
alumno_00061,Calculo I
alumno_00061,Fisica I
alumno_00061,Calculo II
alumno_00061,Introduccion a la Programacion
alumno_00062,Programacion Orientada a Objetos
alumno_00062,Algebra Lineal
alumno_00062,Estructuras de Datos
alumno_00062,Matematica Discreta
alumno_00062,Introduccion a la Programacion
alumno_00062,Algebra
alumno_00063,Programacion Orientada a Objetos
alumno_00063,Probabilidad y Estadistica
alumno_00063,Calculo I
alumno_00063,Algebra Lineal
alumno_00063,Estructuras de Datos
alumno_00063,Fisica I
alumno_00063,Calculo II
alumno_00063,Introduccion a la Programacion
alumno_00063,Calculo III
alumno_00063,Algebra
alumno_00063,Bases de Datos I
alumno_00064,Matematica Discreta
alumno_00064,Programacion Orientada a Objetos
alumno_00064,Probabilidad y Estadistica
alumno_00064,Calculo I
alumno_00064,Algebra Lineal
alumno_00064,Estructuras de Datos
alumno_00064,Fisica I
alumno_00064,Calculo II
alumno_00064,Introduccion a la Programacion
alumno_00064,Calculo III
alumno_00064,Algebra
alumno_00064,Bases de Datos I
alumno_00065,Matematica Discreta
alumno_00065,Programacion Orientada a Objetos
alumno_00065,Probabilidad y Estadistica
alumno_00065,Calculo I
alumno_00065,Algebra Lineal
alumno_00065,Estructuras de Datos
alumno_00065,Fisica I
alumno_00065,Calculo II
alumno_00065,Introduccion a la Programacion
alumno_00065,Algebra
alumno_00065,Bases de Datos I
alumno_00066,Programacion Orientada a Objetos
alumno_00066,Probabilidad y Estadistica
alumno_00066,Calculo I
alumno_00066,Estructuras de Datos
alumno_00066,Introduccion a la Programacion
alumno_00067,Programacion Orientada a Objetos
alumno_00067,Probabilidad y Estadistica
alumno_00067,Calculo I
alumno_00067,Estructuras de Datos
alumno_00067,Fisica I
alumno_00067,Calculo II
alumno_00067,Introduccion a la Programacion
alumno_00067,Calculo III
alumno_00067,Bases de Datos I
alumno_00068,Matematica Discreta
alumno_00068,Programacion Orientada a Objetos
alumno_00068,Probabilidad y Estadistica
alumno_00068,Calculo I
alumno_00068,Algebra Lineal
alumno_00068,Fisica I
alumno_00068,Calculo II
alumno_00068,Introduccion a la Programacion
alumno_00068,Calculo III
alumno_00068,Algebra
alumno_00069,Matematica Discreta
alumno_00069,Programacion Orientada a Objetos
alumno_00069,Calculo I
alumno_00069,Algebra Lineal
alumno_00069,Fisica I
alumno_00069,Calculo II
alumno_00069,Introduccion a la Programacion
alumno_00069,Algebra
alumno_00070,Introduccion a la Programacion
alumno_00070,Fisica I
alumno_00070,Calculo I
alumno_00070,Programacion Orientada a Objetos
alumno_00071,Programacion Orientada a Objetos
alumno_00071,Probabilidad y Estadistica
alumno_00071,Calculo I
alumno_00071,Estructuras de Datos
alumno_00071,Fisica I
alumno_00071,Calculo II
alumno_00071,Introduccion a la Programacion
alumno_00071,Calculo III
alumno_00071,Algebra
alumno_00071,Bases de Datos I
alumno_00072,Introduccion a la Programacion
alumno_00073,Programacion Orientada a Objetos
alumno_00073,Probabilidad y Estadistica
alumno_00073,Calculo I
alumno_00073,Algebra Lineal
alumno_00073,Estructuras de Datos
alumno_00073,Fisica I
alumno_00073,Calculo II
alumno_00073,Introduccion a la Programacion
alumno_00073,Calculo III
alumno_00073,Algebra
alumno_00073,Bases de Datos I
alumno_00074,Probabilidad y Estadistica
alumno_00074,Calculo I
alumno_00074,Algebra Lineal
alumno_00074,Calculo II
alumno_00074,Introduccion a la Programacion
alumno_00074,Calculo III
alumno_00074,Algebra
alumno_00075,Matematica Discreta
alumno_00075,Probabilidad y Estadistica
alumno_00075,Calculo I
alumno_00075,Algebra Lineal
alumno_00075,Fisica I
alumno_00075,Calculo II
alumno_00075,Introduccion a la Programacion
alumno_00075,Calculo III
alumno_00075,Algebra
alumno_00076,Programacion Orientada a Objetos
alumno_00076,Calculo I
alumno_00076,Algebra Lineal
alumno_00076,Estructuras de Datos
alumno_00076,Matematica Discreta
alumno_00076,Introduccion a la Programacion
alumno_00076,Algebra
alumno_00077,Calculo I
alumno_00077,Algebra Lineal
alumno_00077,Estructuras de Datos
alumno_00077,Fisica I
alumno_00077,Calculo II
alumno_00077,Introduccion a la Programacion
alumno_00077,Calculo III
alumno_00077,Algebra
alumno_00078,Programacion Orientada a Objetos
alumno_00078,Calculo I
alumno_00078,Calculo II
alumno_00078,Introduccion a la Programacion
alumno_00078,Calculo III
alumno_00078,Algebra
alumno_00079,Programacion Orientada a Objetos
alumno_00079,Calculo I
alumno_00079,Algebra Lineal
alumno_00079,Fisica I
alumno_00079,Matematica Discreta
alumno_00079,Introduccion a la Programacion
alumno_00079,Calculo III
alumno_00079,Algebra
alumno_00080,Matematica Discreta
alumno_00080,Programacion Orientada a Objetos
alumno_00080,Probabilidad y Estadistica
alumno_00080,Calculo I
alumno_00080,Estructuras de Datos
alumno_00080,Fisica I
alumno_00080,Calculo II
alumno_00080,Introduccion a la Programacion
alumno_00080,Algebra
alumno_00081,Programacion Orientada a Objetos
alumno_00081,Calculo I
alumno_00081,Estructuras de Datos
alumno_00081,Fisica I
alumno_00081,Calculo II
alumno_00081,Introduccion a la Programacion
alumno_00081,Calculo III
alumno_00082,Programacion Orientada a Objetos
alumno_00082,Calculo I
alumno_00082,Algebra Lineal
alumno_00082,Estructuras de Datos
alumno_00082,Fisica I
alumno_00082,Matematica Discreta
alumno_00082,Introduccion a la Programacion
alumno_00082,Algebra
alumno_00082,Bases de Datos I
alumno_00083,Programacion Orientada a Objetos
alumno_00083,Calculo I
alumno_00083,Algebra Lineal
alumno_00083,Estructuras de Datos
alumno_00083,Fisica I
alumno_00083,Calculo II
alumno_00083,Introduccion a la Programacion
alumno_00083,Calculo III
alumno_00083,Algebra
alumno_00083,Bases de Datos I
alumno_00084,Programacion Orientada a Objetos
alumno_00084,Estructuras de Datos
alumno_00084,Fisica I
alumno_00084,Introduccion a la Programacion
alumno_00084,Algebra
alumno_00085,Programacion Orientada a Objetos
alumno_00085,Probabilidad y Estadistica
alumno_00085,Estructuras de Datos
alumno_00085,Introduccion a la Programacion
alumno_00085,Bases de Datos I
alumno_00086,Matematica Discreta
alumno_00086,Programacion Orientada a Objetos
alumno_00086,Probabilidad y Estadistica
alumno_00086,Calculo I
alumno_00086,Algebra Lineal
alumno_00086,Calculo II
alumno_00086,Introduccion a la Programacion
alumno_00086,Calculo III
alumno_00086,Algebra
alumno_00086,Bases de Datos I
alumno_00087,Calculo I
alumno_00087,Algebra Lineal
alumno_00087,Fisica I
alumno_00087,Calculo II
alumno_00087,Introduccion a la Programacion
alumno_00087,Algebra
alumno_00088,Programacion Orientada a Objetos
alumno_00088,Calculo I
alumno_00088,Algebra Lineal
alumno_00088,Estructuras de Datos
alumno_00088,Fisica I
alumno_00088,Introduccion a la Programacion
alumno_00088,Algebra
alumno_00088,Bases de Datos I
alumno_00089,Algebra
alumno_00089,Fisica I
alumno_00089,Algebra Lineal
alumno_00090,Matematica Discreta
alumno_00090,Calculo I
alumno_00090,Algebra Lineal
alumno_00090,Estructuras de Datos
alumno_00090,Calculo II
alumno_00090,Introduccion a la Programacion
alumno_00090,Calculo III
alumno_00090,Algebra
alumno_00091,Programacion Orientada a Objetos
alumno_00091,Calculo I
alumno_00091,Calculo II
alumno_00091,Introduccion a la Programacion
alumno_00091,Calculo III
alumno_00092,Programacion Orientada a Objetos
alumno_00092,Calculo I
alumno_00092,Algebra Lineal
alumno_00092,Estructuras de Datos
alumno_00092,Introduccion a la Programacion
alumno_00092,Algebra
alumno_00092,Bases de Datos I
alumno_00093,Programacion Orientada a Objetos
alumno_00093,Calculo I
alumno_00093,Algebra Lineal
alumno_00093,Estructuras de Datos
alumno_00093,Fisica I
alumno_00093,Matematica Discreta
alumno_00093,Introduccion a la Programacion
alumno_00093,Algebra
alumno_00093,Bases de Datos I
alumno_00094,Programacion Orientada a Objetos
alumno_00094,Probabilidad y Estadistica
alumno_00094,Calculo I
alumno_00094,Algebra Lineal
alumno_00094,Fisica I
alumno_00094,Matematica Discreta
alumno_00094,Introduccion a la Programacion
alumno_00094,Algebra
alumno_00095,Programacion Orientada a Objetos
alumno_00095,Calculo I
alumno_00095,Algebra Lineal
alumno_00095,Estructuras de Datos
alumno_00095,Fisica I
alumno_00095,Calculo II
alumno_00095,Introduccion a la Programacion
alumno_00095,Calculo III
alumno_00095,Algebra
alumno_00096,Matematica Discreta
alumno_00096,Programacion Orientada a Objetos
alumno_00096,Calculo I
alumno_00096,Estructuras de Datos
alumno_00096,Fisica I
alumno_00096,Calculo II
alumno_00096,Introduccion a la Programacion
alumno_00096,Calculo III
alumno_00096,Algebra
alumno_00096,Bases de Datos I
alumno_00097,Programacion Orientada a Objetos
alumno_00097,Calculo I
alumno_00097,Estructuras de Datos
alumno_00097,Fisica I
alumno_00097,Introduccion a la Programacion
alumno_00097,Bases de Datos I
alumno_00098,Matematica Discreta
alumno_00098,Programacion Orientada a Objetos
alumno_00098,Probabilidad y Estadistica
alumno_00098,Calculo I
alumno_00098,Algebra Lineal
alumno_00098,Estructuras de Datos
alumno_00098,Fisica I
alumno_00098,Calculo II
alumno_00098,Introduccion a la Programacion
alumno_00098,Calculo III
alumno_00098,Algebra
alumno_00099,Programacion Orientada a Objetos
alumno_00099,Algebra Lineal
alumno_00099,Estructuras de Datos
alumno_00099,Introduccion a la Programacion
alumno_00099,Algebra
alumno_00100,Programacion Orientada a Objetos
alumno_00100,Calculo I
alumno_00100,Algebra Lineal
alumno_00100,Fisica I
alumno_00100,Introduccion a la Programacion
alumno_00100,Algebra
alumno_00101,Matematica Discreta
alumno_00101,Programacion Orientada a Objetos
alumno_00101,Probabilidad y Estadistica
alumno_00101,Calculo I
alumno_00101,Algebra Lineal
alumno_00101,Estructuras de Datos
alumno_00101,Fisica I
alumno_00101,Calculo II
alumno_00101,Introduccion a la Programacion
alumno_00101,Calculo III
alumno_00101,Algebra
alumno_00101,Bases de Datos I
alumno_00102,Calculo III
alumno_00102,Fisica I
alumno_00102,Calculo I
alumno_00102,Calculo II
alumno_00103,Programacion Orientada a Objetos
alumno_00103,Calculo I
alumno_00103,Algebra Lineal
alumno_00103,Estructuras de Datos
alumno_00103,Fisica I
alumno_00103,Matematica Discreta
alumno_00103,Introduccion a la Programacion
alumno_00103,Algebra
alumno_00103,Bases de Datos I
alumno_00104,Calculo I
alumno_00105,Programacion Orientada a Objetos
alumno_00105,Probabilidad y Estadistica
alumno_00105,Calculo I
alumno_00105,Estructuras de Datos
alumno_00105,Calculo II
alumno_00105,Introduccion a la Programacion
alumno_00105,Calculo III
alumno_00105,Algebra
alumno_00105,Bases de Datos I
alumno_00106,Algebra
alumno_00106,Algebra Lineal
alumno_00106,Matematica Discreta
alumno_00107,Matematica Discreta
alumno_00107,Programacion Orientada a Objetos
alumno_00107,Probabilidad y Estadistica
alumno_00107,Calculo I
alumno_00107,Estructuras de Datos
alumno_00107,Calculo II
alumno_00107,Introduccion a la Programacion
alumno_00107,Calculo III
alumno_00107,Algebra
alumno_00107,Bases de Datos I
alumno_00108,Programacion Orientada a Objetos
alumno_00108,Probabilidad y Estadistica
alumno_00108,Calculo I
alumno_00108,Estructuras de Datos
alumno_00108,Fisica I
alumno_00108,Calculo II
alumno_00108,Introduccion a la Programacion
alumno_00108,Calculo III
alumno_00108,Bases de Datos I
alumno_00109,Calculo I
alumno_00109,Algebra Lineal
alumno_00109,Fisica I
alumno_00109,Matematica Discreta
alumno_00109,Algebra
alumno_00110,Programacion Orientada a Objetos
alumno_00110,Probabilidad y Estadistica
alumno_00110,Calculo I
alumno_00110,Algebra Lineal
alumno_00110,Estructuras de Datos
alumno_00110,Calculo II
alumno_00110,Introduccion a la Programacion
alumno_00110,Algebra
alumno_00111,Programacion Orientada a Objetos
alumno_00111,Algebra Lineal
alumno_00111,Estructuras de Datos
alumno_00111,Introduccion a la Programacion
alumno_00111,Algebra
alumno_00111,Bases de Datos I
alumno_00112,Introduccion a la Programacion
alumno_00112,Fisica I
alumno_00112,Algebra
alumno_00112,Algebra Lineal
alumno_00113,Matematica Discreta
alumno_00113,Programacion Orientada a Objetos
alumno_00113,Probabilidad y Estadistica
alumno_00113,Calculo I
alumno_00113,Algebra Lineal
alumno_00113,Estructuras de Datos
alumno_00113,Fisica I
alumno_00113,Calculo II
alumno_00113,Introduccion a la Programacion
alumno_00113,Algebra
alumno_00113,Bases de Datos I
alumno_00114,Programacion Orientada a Objetos
alumno_00114,Calculo I
alumno_00114,Algebra Lineal
alumno_00114,Estructuras de Datos
alumno_00114,Fisica I
alumno_00114,Matematica Discreta
alumno_00114,Introduccion a la Programacion
alumno_00114,Algebra
alumno_00114,Bases de Datos I
alumno_00115,Programacion Orientada a Objetos
alumno_00115,Calculo I
alumno_00115,Fisica I
alumno_00115,Calculo II
alumno_00115,Introduccion a la Programacion
alumno_00116,Programacion Orientada a Objetos
alumno_00116,Probabilidad y Estadistica
alumno_00116,Calculo I
alumno_00116,Algebra Lineal
alumno_00116,Estructuras de Datos
alumno_00116,Fisica I
alumno_00116,Calculo II
alumno_00116,Introduccion a la Programacion
alumno_00116,Calculo III
alumno_00116,Algebra
alumno_00116,Bases de Datos I
alumno_00117,Calculo I
alumno_00117,Algebra Lineal
alumno_00117,Fisica I
alumno_00117,Calculo II
alumno_00117,Algebra
alumno_00117,Calculo III
alumno_00118,Probabilidad y Estadistica
alumno_00118,Calculo I
alumno_00118,Algebra Lineal
alumno_00118,Fisica I
alumno_00118,Calculo II
alumno_00118,Algebra
alumno_00119,Algebra
alumno_00119,Fisica I
alumno_00119,Matematica Discreta
alumno_00120,Programacion Orientada a Objetos
alumno_00120,Algebra Lineal
alumno_00120,Estructuras de Datos
alumno_00120,Fisica I
alumno_00120,Introduccion a la Programacion
alumno_00120,Algebra
alumno_00120,Bases de Datos I
alumno_00121,Programacion Orientada a Objetos
alumno_00121,Probabilidad y Estadistica
alumno_00121,Calculo I
alumno_00121,Estructuras de Datos
alumno_00121,Fisica I
alumno_00121,Introduccion a la Programacion
alumno_00121,Calculo III
alumno_00121,Algebra
alumno_00121,Bases de Datos I
alumno_00122,Programacion Orientada a Objetos
alumno_00122,Calculo I
alumno_00122,Algebra Lineal
alumno_00122,Fisica I
alumno_00122,Matematica Discreta
alumno_00122,Introduccion a la Programacion
alumno_00122,Algebra
alumno_00123,Programacion Orientada a Objetos
alumno_00123,Probabilidad y Estadistica
alumno_00123,Calculo I
alumno_00123,Algebra Lineal
alumno_00123,Estructuras de Datos
alumno_00123,Fisica I
alumno_00123,Calculo II
alumno_00123,Introduccion a la Programacion
alumno_00123,Algebra
alumno_00123,Bases de Datos I
alumno_00124,Programacion Orientada a Objetos
alumno_00124,Probabilidad y Estadistica
alumno_00124,Estructuras de Datos
alumno_00124,Fisica I
alumno_00124,Matematica Discreta
alumno_00124,Introduccion a la Programacion
alumno_00124,Algebra
alumno_00125,Programacion Orientada a Objetos
alumno_00125,Calculo I
alumno_00125,Algebra Lineal
alumno_00125,Estructuras de Datos
