transaction_id,item_id
session_00129,doc_0780
session_00130,doc_0273
session_00130,doc_0322
session_00130,doc_0369
session_00130,doc_0392
session_00131,doc_0463
session_00131,doc_0469
session_00131,doc_0203
session_00132,doc_0026
session_00133,doc_0871
session_00134,doc_0322
session_00135,doc_0618
session_00135,doc_0630
session_00136,doc_0261
session_00136,doc_0236
session_00136,doc_0213
session_00136,doc_0238
session_00136,doc_0203
session_00136,doc_0412
session_00137,doc_0248
session_00137,doc_0469
session_00138,doc_0673
session_00138,doc_0711
session_00139,doc_0048
session_00139,doc_0041
session_00139,doc_0068
session_00139,doc_0618
session_00140,doc_0848
session_00140,doc_0841
session_00140,doc_0852
session_00140,doc_0870
session_00140,doc_0831
session_00141,doc_0565
session_00141,doc_0501
session_00141,doc_0564
session_00142,doc_0836
session_00143,doc_0917
session_00144,doc_0476
session_00145,doc_0441
session_00145,doc_0373
session_00146,doc_0187
session_00146,doc_0134
session_00147,doc_0633
session_00147,doc_0610
session_00148,doc_0889
session_00148,doc_0882
session_00149,doc_0148
session_00149,doc_0179
session_00150,doc_0373
session_00151,doc_0658
session_00152,doc_0063
session_00152,doc_0043
session_00152,doc_0077
session_00153,doc_0787
session_00153,doc_0744
session_00153,doc_0276
session_00154,doc_0235
session_00155,doc_0884
session_00156,doc_0439
session_00156,doc_0459
session_00156,doc_0412
session_00156,doc_0422
session_00156,doc_0934
session_00157,doc_0932
session_00158,doc_0618
session_00158,doc_0628
session_00158,doc_0608
session_00158,doc_0412
session_00159,doc_0280
session_00159,doc_0315
session_00159,doc_0322
session_00160,doc_0041
session_00160,doc_0080
session_00160,doc_0502
session_00161,doc_0704
session_00161,doc_0689
session_00161,doc_0673
session_00161,doc_0914
session_00162,doc_0809
session_00162,doc_0928
session_00163,doc_0615
session_00163,doc_0626
session_00163,doc_0445
session_00164,doc_0626
session_00165,doc_0934
session_00166,doc_0389
session_00166,doc_0373
session_00166,doc_0382
session_00166,doc_0921
session_00167,doc_0374
session_00167,doc_0392
session_00168,doc_0754
session_00168,doc_0783
session_00168,doc_0732
session_00168,doc_0757
session_00169,doc_0031
session_00169,doc_0673
session_00170,doc_0673
session_00170,doc_0664
session_00171,doc_0331
session_00172,doc_0553
session_00172,doc_0523
session_00172,doc_0754
session_00173,doc_0852
session_00173,doc_0719
session_00174,doc_0293
session_00174,doc_0305
session_00175,doc_0565
session_00175,doc_0564
session_00175,doc_0589
session_00176,doc_0001
session_00177,doc_0617
session_00177,doc_0642
session_00177,doc_0600
session_00177,doc_0643
session_00178,doc_0365
session_00179,doc_0228
session_00180,doc_0754
session_00180,doc_0621
session_00181,doc_0673
session_00182,doc_0158
session_00183,doc_0163
session_00183,doc_0119
session_00184,doc_0589
session_00185,doc_0468
session_00185,doc_0412
session_00185,doc_0469
session_00185,doc_0644
session_00186,doc_0581
session_00186,doc_0514
session_00186,doc_0509
session_00186,doc_0757
session_00187,doc_0401
session_00187,doc_0346
session_00187,doc_0334
session_00187,doc_0389
session_00188,doc_0231
session_00188,doc_0238
session_00188,doc_0206
session_00188,doc_0469
session_00189,doc_0425
session_00189,doc_0469
session_00189,doc_0248
session_00190,doc_0199
session_00191,doc_0618
session_00191,doc_0617
session_00191,doc_0673
session_00192,doc_0591
session_00192,doc_0501
session_00193,doc_0673
session_00193,doc_0689
session_00194,doc_0656
session_00194,doc_0689
session_00194,doc_0679
session_00194,doc_0672
session_00194,doc_0413
session_00194,doc_0415
session_00195,doc_0843
session_00196,doc_0203
session_00196,doc_0046
session_00197,doc_0031
session_00197,doc_0047
session_00197,doc_0082
session_00197,doc_0063
session_00198,doc_0518
session_00198,doc_0562
session_00199,doc_0911
session_00199,doc_0914
session_00199,doc_0904
session_00200,doc_0096
session_00200,doc_0278
session_00201,doc_0618
session_00202,doc_0068
session_00202,doc_0031
session_00203,doc_0642
session_00203,doc_0617
session_00203,doc_0608
session_00203,doc_0487
session_00204,doc_0869
session_00204,doc_0756
session_00205,doc_0565
session_00206,doc_0172
session_00206,doc_0163
session_00206,doc_0112
session_00206,doc_0291
session_00207,doc_0205
session_00207,doc_0260
session_00208,doc_0518
session_00208,doc_0041
session_00209,doc_0584
session_00209,doc_0148
session_00210,doc_0887
session_00210,doc_0928
session_00210,doc_0884
session_00210,doc_0696
session_00211,doc_0401
session_00211,doc_0392
session_00211,doc_0391
session_00211,doc_0895
session_00212,doc_0028
session_00212,doc_0627
session_00213,doc_0373
session_00213,doc_0393
session_00213,doc_0331
session_00213,doc_0400
session_00213,doc_0401
session_00213,doc_0754
session_00214,doc_0502
session_00214,doc_0532
session_00214,doc_0034
session_00215,doc_0117
session_00215,doc_0719
session_00216,doc_0152
session_00216,doc_0186
session_00216,doc_0148
session_00216,doc_0156
session_00216,doc_0362
session_00216,doc_0331
session_00217,doc_0623
session_00218,doc_0600
session_00219,doc_0725
session_00219,doc_0803
session_00220,doc_0100
session_00220,doc_0031
session_00220,doc_0502
session_00221,doc_0119
session_00221,doc_0689
session_00222,doc_0102
session_00222,doc_0782
session_00223,doc_0554
session_00223,doc_0046
session_00224,doc_0401
session_00225,doc_0443
session_00226,doc_0381
session_00226,doc_0387
session_00226,doc_0876
session_00226,doc_0902
session_00227,doc_0434
session_00228,doc_0757
session_00229,doc_0218
session_00230,doc_0933
session_00230,doc_0905
session_00230,doc_0884
session_00230,doc_0676
session_00231,doc_0417
session_00231,doc_0458
session_00231,doc_0422
session_00231,doc_0439
session_00232,doc_0673
session_00232,doc_0679
session_00233,doc_0801
session_00233,doc_0779
session_00233,doc_0754
session_00233,doc_0564
session_00234,doc_0476
session_00235,doc_0041
session_00235,doc_0063
session_00235,doc_0086
session_00235,doc_0051
session_00235,doc_0551
session_00236,doc_0023
session_00236,doc_0068
session_00237,doc_0412
session_00237,doc_0414
session_00237,doc_0241
session_00238,doc_0001
session_00239,doc_0900
session_00239,doc_0894
session_00239,doc_0673
session_00240,doc_0738
session_00240,doc_0736
session_00240,doc_0495
session_00241,doc_0617
session_00241,doc_0596
session_00241,doc_0414
session_00242,doc_0914
session_00243,doc_0509
session_00243,doc_0501
session_00244,doc_0556
session_00244,doc_0536
session_00244,doc_0493
session_00245,doc_0894
session_00245,doc_0934
session_00245,doc_0914
session_00245,doc_0679
session_00246,doc_0689
session_00246,doc_0656
session_00246,doc_0291
session_00246,doc_0322
session_00247,doc_0233
session_00247,doc_0617
session_00248,doc_0515
session_00248,doc_0501
session_00248,doc_0507
session_00248,doc_0181
session_00248,doc_0156
session_00249,doc_0322
session_00249,doc_0280
session_00249,doc_0305
session_00249,doc_0297
session_00250,doc_0776
session_00250,doc_0763
session_00250,doc_0884
session_00251,doc_0586
session_00251,doc_0493
session_00251,doc_0502
session_00251,doc_0501
session_00251,doc_0857
session_00251,doc_0865
session_00252,doc_0246
session_00252,doc_0317
session_00253,doc_0534
session_00253,doc_0518
session_00253,doc_0543
session_00254,doc_0625
session_00254,doc_0633
session_00254,doc_0614
session_00254,doc_0618
session_00255,doc_0068
session_00256,doc_0902
session_00257,doc_0757
session_00258,doc_0658
session_00258,doc_0673
session_00258,doc_0390
session_00259,doc_0565
session_00260,doc_0031
session_00260,doc_0097
session_00260,doc_0844
session_00261,doc_0291
session_00262,doc_0844
session_00262,doc_0852
session_00262,doc_0857
session_00262,doc_0870
session_00262,doc_0547
session_00262,doc_0518
session_00263,doc_0327
session_00263,doc_0373
session_00263,doc_0347
session_00264,doc_0757
session_00265,doc_0412
session_00265,doc_0469
session_00265,doc_0458
session_00266,doc_0565
session_00266,doc_0518
session_00266,doc_0322
session_00267,doc_0412
session_00268,doc_0316
session_00268,doc_0322
session_00268,doc_0303
session_00268,doc_0362
session_00269,doc_0148
session_00269,doc_0118
session_00270,doc_0243
session_00270,doc_0263
session_00270,doc_0643
session_00271,doc_0625
session_00271,doc_0779
session_00272,doc_0179
session_00272,doc_0902
session_00273,doc_0504
session_00273,doc_0518
session_00273,doc_0492
session_00274,doc_0031
session_00274,doc_0046
session_00274,doc_0095
session_00274,doc_0434
session_00275,doc_0395
session_00275,doc_0331
session_00275,doc_0392
session_00275,doc_0904
session_00276,doc_0413
session_00277,doc_0673
session_00277,doc_0689
session_00278,doc_0757
session_00279,doc_0156
session_00279,doc_0185
session_00279,doc_0118
session_00280,doc_0031
session_00281,doc_0219
session_00281,doc_0222
session_00281,doc_0243
session_00281,doc_0235
session_00281,doc_0201
session_00282,doc_0412
session_00283,doc_0852
session_00284,doc_0401
session_00284,doc_0331
session_00285,doc_0619
session_00285,doc_0644
session_00285,doc_0599
session_00285,doc_0617
session_00285,doc_0633
session_00285,doc_0485
session_00286,doc_0213
session_00286,doc_0235
session_00286,doc_0754
session_00287,doc_0900
session_00287,doc_0884
session_00287,doc_0894
session_00288,doc_0235
session_00288,doc_0206
session_00288,doc_0247
session_00288,doc_0243
session_00289,doc_0048
session_00289,doc_0011
session_00289,doc_0041
session_00290,doc_0479
session_00291,doc_0754
session_00291,doc_0771
session_00291,doc_0618
session_00292,doc_0068
session_00292,doc_0235
session_00293,doc_0031
session_00293,doc_0027
session_00293,doc_0043
session_00293,doc_0631
session_00294,doc_0579
session_00295,doc_0836
session_00295,doc_0852
session_00295,doc_0871
session_00295,doc_0775
session_00296,doc_0042
session_00297,doc_0852
session_00297,doc_0817
session_00298,doc_0617
session_00298,doc_0633
session_00298,doc_0644
session_00298,doc_0331
session_00299,doc_0565
session_00300,doc_0565
session_00300,doc_0518
session_00300,doc_0584
session_00301,doc_0564
session_00302,doc_0785
session_00302,doc_0926
session_00303,doc_0207
session_00303,doc_0214
session_00303,doc_0211
session_00303,doc_0254
session_00303,doc_0236
session_00303,doc_0423
session_00304,doc_0414
session_00304,doc_0476
session_00304,doc_0472
session_00305,doc_0448
session_00305,doc_0485
session_00305,doc_0469
session_00305,doc_0235
session_00305,doc_0209
session_00305,doc_0251
session_00306,doc_0328
session_00307,doc_0564
session_00307,doc_0583
session_00308,doc_0031
session_00308,doc_0078
session_00308,doc_0638
session_00309,doc_0518
session_00309,doc_0525
session_00309,doc_0565
session_00310,doc_0458
session_00310,doc_0475
session_00311,doc_0316
session_00312,doc_0752
session_00313,doc_0148
session_00313,doc_0320
session_00314,doc_0617
session_00314,doc_0641
session_00314,doc_0457
session_00315,doc_0884
session_00315,doc_0914
session_00315,doc_0229
session_00316,doc_0615
session_00317,doc_0783
session_00318,doc_0316
session_00318,doc_0303
session_00318,doc_0753
session_00319,doc_0228
session_00320,doc_0641
session_00320,doc_0633
session_00320,doc_0634
session_00320,doc_0626
session_00320,doc_0839
session_00321,doc_0852
session_00321,doc_0817
session_00321,doc_0844
session_00322,doc_0844
session_00322,doc_0871
session_00323,doc_0112
session_00323,doc_0168
session_00324,doc_0870
session_00325,doc_0321
session_00325,doc_0322
session_00325,doc_0267
session_00325,doc_0261
session_00325,doc_0242
session_00326,doc_0291
session_00326,doc_0322
session_00326,doc_0276
session_00326,doc_0316
session_00327,doc_0515
session_00328,doc_0031
session_00328,doc_0469
session_00329,doc_0319
session_00330,doc_0077
session_00330,doc_0063
session_00330,doc_0050
session_00330,doc_0322
session_00330,doc_0280
session_00331,doc_0068
session_00332,doc_0102
session_00332,doc_0078
session_00332,doc_0906
session_00333,doc_0051
session_00333,doc_0017
session_00333,doc_0331
session_00333,doc_0401
session_00334,doc_0641
session_00334,doc_0621
session_00334,doc_0618
session_00334,doc_0294
session_00335,doc_0322
session_00335,doc_0305
session_00336,doc_0852
session_00336,doc_0759
session_00337,doc_0515
session_00337,doc_0534
session_00337,doc_0732
session_00338,doc_0373
session_00338,doc_0402
session_00339,doc_0533
session_00339,doc_0555
session_00339,doc_0011
session_00340,doc_0235
session_00340,doc_0201
session_00341,doc_0187
session_00342,doc_0280
session_00342,doc_0757
session_00343,doc_0303
session_00344,doc_0031
session_00345,doc_0031
session_00346,doc_0755
session_00346,doc_0752
session_00347,doc_0815
session_00347,doc_0852
session_00348,doc_0150
session_00348,doc_0080
session_00349,doc_0487
session_00349,doc_0421
session_00349,doc_0222
session_00350,doc_0360
session_00350,doc_0401
session_00351,doc_0673
session_00351,doc_0697
session_00351,doc_0933
session_00352,doc_0761
session_00353,doc_0010
session_00354,doc_0500
session_00354,doc_0518
session_00354,doc_0520
session_00355,doc_0360
session_00356,doc_0656
session_00357,doc_0374
session_00357,doc_0377
session_00357,doc_0349
session_00357,doc_0681
session_00357,doc_0651
session_00358,doc_0621
session_00358,doc_0641
session_00358,doc_0630
session_00358,doc_0608
session_00358,doc_0599
session_00359,doc_0491
session_00360,doc_0365
session_00361,doc_0501
session_00362,doc_0564
session_00362,doc_0558
session_00363,doc_0754
session_00363,doc_0765
session_00363,doc_0752
session_00364,doc_0297
session_00364,doc_0322
session_00364,doc_0316
session_00364,doc_0401
session_00365,doc_0373
session_00365,doc_0351
session_00366,doc_0564
session_00366,doc_0518
session_00366,doc_0502
session_00367,doc_0401
session_00368,doc_0331
session_00369,doc_0617
session_00369,doc_0601
session_00369,doc_0035
session_00370,doc_0306
session_00370,doc_0291
session_00370,doc_0833
session_00371,doc_0914
session_00371,doc_0884
session_00372,doc_0459
session_00373,doc_0878
session_00373,doc_0902
session_00374,doc_0169
session_00375,doc_0476
session_00376,doc_0148
session_00376,doc_0181
session_00376,doc_0152
session_00376,doc_0179
session_00376,doc_0192
session_00377,doc_0292
session_00377,doc_0291
session_00377,doc_0305
session_00377,doc_0276
session_00377,doc_0313
session_00377,doc_0909
session_00378,doc_0754
session_00378,doc_0752
session_00378,doc_0732
session_00378,doc_0599
session_00379,doc_0322
session_00380,doc_0545
session_00380,doc_0020
session_00381,doc_0458
session_00381,doc_0446
session_00381,doc_0648
session_00382,doc_0852
session_00382,doc_0824
session_00382,doc_0754
session_00383,doc_0048
session_00383,doc_0031
session_00384,doc_0914
session_00384,doc_0907
session_00384,doc_0919
session_00384,doc_0884
session_00384,doc_0391
session_00385,doc_0140
session_00385,doc_0179
session_00385,doc_0183
session_00385,doc_0422
session_00386,doc_0458
session_00386,doc_0476
session_00386,doc_0469
session_00386,doc_0443
session_00386,doc_0752
session_00386,doc_0744
session_00387,doc_0755
session_00387,doc_0754
session_00388,doc_0590
session_00388,doc_0518
session_00388,doc_0073
session_00388,doc_0068
session_00389,doc_0507
session_00389,doc_0498
session_00389,doc_0572
session_00389,doc_0296
session_00389,doc_0322
session_00390,doc_0870
session_00391,doc_0469
session_00391,doc_0260
session_00392,doc_0063
session_00392,doc_0068
session_00393,doc_0673
session_00394,doc_0338
session_00394,doc_0331
session_00394,doc_0403
session_00394,doc_0876
session_00395,doc_0917
session_00395,doc_0894
session_00395,doc_0877
session_00396,doc_0689
session_00396,doc_0657
session_00396,doc_0695
session_00396,doc_0914
session_00397,doc_0757
session_00397,doc_0729
session_00397,doc_0754
session_00397,doc_0813
session_00398,doc_0331
session_00398,doc_0031
session_00399,doc_0184
session_00399,doc_0118
session_00399,doc_0152
session_00399,doc_0031
session_00400,doc_0068
session_00400,doc_0065
session_00401,doc_0034
session_00402,doc_0291
session_00403,doc_0754
session_00403,doc_0793
session_00403,doc_0757
session_00403,doc_0434
session_00403,doc_0469
session_00404,doc_0900
session_00404,doc_0914
session_00404,doc_0656
session_00405,doc_0852
session_00405,doc_0373
session_00406,doc_0564
session_00407,doc_0246
session_00407,doc_0245
session_00407,doc_0618
session_00408,doc_0565
session_00409,doc_0224
session_00409,doc_0207
session_00410,doc_0565
session_00411,doc_0303
session_00412,doc_0065
session_00413,doc_0001
session_00413,doc_0031
session_00413,doc_0068
session_00414,doc_0031
session_00414,doc_0569
session_00415,doc_0322
session_00415,doc_0295
session_00415,doc_0291
session_00415,doc_0323
session_00416,doc_0043
session_00416,doc_0032
session_00416,doc_0914
session_00417,doc_0658
session_00418,doc_0707
session_00418,doc_0689
session_00418,doc_0402
session_00419,doc_0656
session_00420,doc_0724
session_00420,doc_0754
session_00420,doc_0801
session_00421,doc_0456
session_00421,doc_0430
session_00422,doc_0331
session_00422,doc_0171
session_00423,doc_0397
session_00423,doc_0331
session_00423,doc_0373
session_00423,doc_0364
session_00424,doc_0856
session_00425,doc_0501
session_00426,doc_0617
session_00426,doc_0625
session_00426,doc_0634
session_00427,doc_0142
session_00427,doc_0148
session_00427,doc_0114
session_00427,doc_0119
session_00428,doc_0476
session_00429,doc_0031
session_00429,doc_0002
session_00430,doc_0148
session_00430,doc_0156
session_00431,doc_0523
session_00432,doc_0914
session_00432,doc_0897
session_00433,doc_0756
session_00433,doc_0803
session_00433,doc_0207
session_00434,doc_0068
session_00434,doc_0019
session_00434,doc_0617
session_00435,doc_0068
session_00436,doc_0443
session_00436,doc_0411
session_00437,doc_0323
session_00437,doc_0322
session_00437,doc_0109
session_00438,doc_0860
session_00438,doc_0852
session_00438,doc_0845
session_00438,doc_0843
session_00439,doc_0031
session_00440,doc_0458
session_00440,doc_0412
session_00440,doc_0481
session_00441,doc_0935
session_00441,doc_0910
session_00441,doc_0706
session_00441,doc_0656
session_00442,doc_0331
session_00443,doc_0172
session_00443,doc_0152
session_00443,doc_0276
session_00444,doc_0754
session_00444,doc_0765
session_00444,doc_0517
session_00445,doc_0291
session_00445,doc_0297
session_00445,doc_0322
session_00445,doc_0381
session_00445,doc_0331
session_00446,doc_0156
session_00447,doc_0481
session_00448,doc_0531
session_00449,doc_0617
session_00450,doc_0757
session_00450,doc_0518
session_00451,doc_0041
session_00452,doc_0246
session_00453,doc_0917
session_00453,doc_0889
session_00453,doc_0403
session_00453,doc_0331
session_00454,doc_0914
session_00454,doc_0934
session_00454,doc_0912
session_00454,doc_0666
session_00454,doc_0673
session_00454,doc_0681
session_00455,doc_0099
session_00455,doc_0031
session_00455,doc_0173
session_00456,doc_0871
session_00456,doc_0852
session_00456,doc_0858
session_00456,doc_0818
session_00456,doc_0235
session_00457,doc_0685
session_00458,doc_0620
session_00459,doc_0715
session_00459,doc_0714
session_00460,doc_0333
session_00460,doc_0373
session_00460,doc_0332
session_00460,doc_0899
session_00460,doc_0917
session_00461,doc_0673
session_00462,doc_0063
session_00462,doc_0018
session_00463,doc_0322
session_00463,doc_0325
session_00464,doc_0031
session_00464,doc_0032
session_00464,doc_0565
session_00465,doc_0852
session_00465,doc_0844
session_00465,doc_0862
session_00465,doc_0752
session_00465,doc_0757
session_00466,doc_0334
session_00466,doc_0331
session_00466,doc_0401
session_00467,doc_0031
session_00467,doc_0412
session_00468,doc_0080
session_00469,doc_0305
session_00469,doc_0295
session_00469,doc_0303
session_00469,doc_0321
session_00469,doc_0287
session_00470,doc_0402
session_00470,doc_0401
session_00470,doc_0518
session_00470,doc_0565
session_00471,doc_0430
session_00471,doc_0469
session_00472,doc_0179
session_00472,doc_0331
session_00473,doc_0091
session_00474,doc_0473
session_00474,doc_0394
session_00475,doc_0322
session_00475,doc_0312
session_00475,doc_0121
session_00476,doc_0842
session_00476,doc_0848
session_00477,doc_0068
session_00478,doc_0046
session_00478,doc_0009
session_00479,doc_0895
session_00480,doc_0264
session_00481,doc_0662
session_00481,doc_0689
session_00481,doc_0699
session_00481,doc_0673
session_00481,doc_0340
session_00481,doc_0342
session_00482,doc_0658
session_00482,doc_0673
session_00482,doc_0701
session_00482,doc_0068
session_00483,doc_0902
session_00483,doc_0914
session_00483,doc_0879
session_00484,doc_0502
session_00484,doc_0565
session_00484,doc_0546
session_00485,doc_0892
session_00486,doc_0564
session_00487,doc_0675
session_00488,doc_0476
session_00488,doc_0475
session_00489,doc_0673
session_00489,doc_0703
session_00489,doc_0381
session_00490,doc_0669
session_00490,doc_0695
session_00490,doc_0031
session_00490,doc_0042
session_00491,doc_0914
session_00491,doc_0912
session_00491,doc_0931
session_00491,doc_0902
session_00492,doc_0391
session_00493,doc_0652
session_00493,doc_0699
session_00494,doc_0098
